chr1	3073253	+
chr1	3102016	+
chr1	3252757	+
chr1	3466587	+
chr1	3531795	+
chr1	3680155	+
chr1	3752010	+
chr1	4496551	+
chr1	4497474	+
chr1	4522905	+
chr1	4529017	+
chr1	4610471	+
chr1	4771131	+
chr1	4807788	+
chr1	4807823	+
chr1	4807830	+
chr1	4807892	+
chr1	4807896	+
chr1	4807898	+
chr1	4807911	+
chr1	4808237	+
chr1	4836905	+
chr1	4857814	+
chr1	4858038	+
chr1	4970857	+
chr1	5063060	+
chr1	5070018	+
chr1	5083080	+
chr1	5083110	+
chr1	5083124	+
chr1	5083132	+
chr1	5083154	+
chr1	5083164	+
chr1	5307739	+
chr1	5403547	+
chr1	5588466	+
chr1	5588493	+
chr1	5588557	+
chr1	5588941	+
chr1	5596518	+
chr1	6206197	+
chr1	6206227	+
chr1	6214645	+
chr1	6214663	+
chr1	6215008	+
chr1	6228002	+
chr1	6234279	+
chr1	6240970	+
chr1	6249088	+
chr1	6249977	+
chr1	6250095	+
chr1	6260785	+
chr1	6262903	+
chr1	6262933	+
chr1	6265606	+
chr1	6270678	+
chr1	6359218	+
chr1	6380394	+
chr1	6487231	+
chr1	6487331	+
chr1	6730051	+
chr1	6730053	+
chr1	6730070	+
chr1	6730101	+
chr1	6730102	+
chr1	6734870	+
chr1	6737575	+
chr1	6802791	+
chr1	6817600	+
chr1	6827897	+
chr1	6857341	+
chr1	6910560	+
chr1	6916559	+
chr1	6929759	+
chr1	6998217	+
chr1	7013762	+
chr1	7035915	+
chr1	7088920	+
chr1	7088930	+
chr1	7089104	+
chr1	7089166	+
chr1	7147637	+
chr1	7148110	+
chr1	7154867	+
chr1	7160085	+
chr1	7160557	+
chr1	7177739	+
chr1	7265803	+
chr1	7315451	+
chr1	7410679	+
chr1	7497968	+
chr1	7591646	+
chr1	7597379	+
chr1	7664081	+
chr1	8815842	+
chr1	8816138	+
chr1	8856763	+
chr1	9286922	+
chr1	9450579	+
chr1	9458670	+
chr1	9545408	+
chr1	9547948	+
chr1	9548055	+
chr1	9548092	+
chr1	9548107	+
chr1	9548119	+
chr1	9574548	+
chr1	9601199	+
chr1	9747648	+
chr1	9747956	+
chr1	9748481	+
chr1	9748587	+
chr1	9748589	+
chr1	9748626	+
chr1	9783778	+
chr1	9798107	+
chr1	9798143	+
chr1	9798158	+
chr1	9798185	+
chr1	9798208	+
chr1	9848272	+
chr1	9848321	+
chr1	9848397	+
chr1	9883467	+
chr1	9895427	+
chr1	9908638	+
chr1	9908668	+
chr1	9908670	+
chr1	9911314	+
chr1	9932120	+
chr1	9967314	+
chr1	9982387	+
chr1	10037987	+
chr1	10038006	+
chr1	10038217	+
chr1	10038226	+
chr1	10038249	+
chr1	10038262	+
chr1	10039767	+
chr1	10039773	+
chr1	10039777	+
chr1	10039785	+
chr1	10039823	+
chr1	10040155	+
chr1	10046493	+
chr1	10056924	+
chr1	10071183	+
chr1	10074382	+
chr1	10074860	+
chr1	10074913	+
chr1	10087747	+
chr1	10095864	+
chr1	10104228	+
chr1	10112876	+
chr1	10115425	+
chr1	10125984	+
chr1	10129959	+
chr1	10133970	+
chr1	10166539	+
chr1	10695123	+
chr1	10805281	+
chr1	10868688	+
chr1	10921670	+
chr1	10993465	+
chr1	10993518	+
chr1	11098530	+
chr1	11140691	+
chr1	11258067	+
chr1	11258106	+
chr1	11263963	+
chr1	11283993	+
chr1	11414105	+
chr1	11414112	+
chr1	11414269	+
chr1	11414509	+
chr1	11416918	+
chr1	11518671	+
chr1	11579306	+
chr1	11704207	+
chr1	12120960	+
chr1	12374936	+
chr1	12425986	+
chr1	12565577	+
chr1	12655867	+
chr1	12667563	+
chr1	12692277	+
chr1	12692323	+
chr1	12692532	+
chr1	12718459	+
chr1	12718529	+
chr1	12719464	+
chr1	12728119	+
chr1	12785443	+
chr1	12836028	+
chr1	12842791	+
chr1	13062025	+
chr1	13068838	+
chr1	13262198	+
chr1	13376070	+
chr1	13668771	+
chr1	13932378	+
chr1	14182578	+
chr1	14752937	+
chr1	14755454	+
chr1	14788645	+
chr1	14865072	+
chr1	15287254	+
chr1	15312452	+
chr1	15364302	+
chr1	15556249	+
chr1	15757832	+
chr1	15760761	+
chr1	15805646	+
chr1	15805657	+
chr1	15805664	+
chr1	15807641	+
chr1	15853331	+
chr1	15879530	+
chr1	16053335	+
chr1	16105774	+
chr1	16130502	+
chr1	16228506	+
chr1	16253592	+
chr1	16253629	+
chr1	16618560	+
chr1	16657552	+
chr1	16665207	+
chr1	16665210	+
chr1	16665236	+
chr1	16688051	+
chr1	16688433	+
chr1	16688508	+
chr1	16898185	+
chr1	16930970	+
chr1	17124747	+
chr1	17145362	+
chr1	17145404	+
chr1	17145468	+
chr1	17158370	+
chr1	17168403	+
chr1	17394958	+
chr1	17520001	+
chr1	17601901	+
chr1	17727045	+
chr1	17727059	+
chr1	17727088	+
chr1	17947041	+
chr1	17993813	+
chr1	18708428	+
chr1	19037266	+
chr1	19062857	+
chr1	19103022	+
chr1	19107181	+
chr1	19208914	+
chr1	19208960	+
